,Provincia,Partido,Localidad,Poblacion,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,SATELITAL,WIRELESS,TELEFONIAFIJA,3G,4G,Latitud,Longitud
1364,santa fe,general lópez,sancti spiritu,3433,si,no,no,si,si,si,si,si,si,-34.0095285599362,-62.2424503438155
1365,san juan,sarmiento,cienaguita,438,no,no,no,si,no,si,no,no,no,-32.0763381339971,-69.87190917049894
1366,san juan,sarmiento,colonia fiscal,607,no,no,no,no,no,no,no,no,no,-31.9027437264496,-68.4696588673219
1367,san juan,sarmiento,divisadero,413,no,no,no,no,no,si,si,no,si,-32.0104984358581,-68.6904861018003
1368,san juan,sarmiento,guanacache,200,no,no,no,no,no,si,si,no,si,-32.0753813271385,-68.5856950572685
1369,san juan,sarmiento,las lagunas,298,no,no,no,no,si,no,no,si,si,-32.0443775419211,-68.3778990229646
1370,san juan,sarmiento,los berros,3783,no,no,no,si,no,si,si,si,si,-31.9514576383242,-68.6510941298035
1371,san juan,sarmiento,pedernal,537,no,no,no,no,no,si,no,no,si,-31.9950077029707,-68.7590874861116
1372,san juan,sarmiento,punta del médano,576,no,no,no,no,no,si,si,no,si,-31.8946043291143,-68.4183104905607
1373,san juan,sarmiento,villa media agua,7983,no,no,no,si,no,si,si,si,si,-31.9810022624945,-68.4270029177237
1374,san juan,ullum,villa ibáñez,4421,no,no,si,no,no,si,si,si,si,-31.4659385111811,-68.7353338028121
1375,san juan,valle fértil,astica,740,no,no,no,no,no,si,si,si,si,-30.9538850864023,-67.3006351406982
1376,san juan,valle fértil,balde del rosario,93,no,no,no,no,no,no,si,no,no,-30.3207151787316,-67.6951969177397
1377,san juan,valle fértil,chucuma,123,no,no,no,no,no,no,no,si,no,-31.0688861561951,-67.2788289085567
1378,san juan,valle fértil,los baldecitos,53,no,no,no,no,no,no,si,si,si,-30.2241888429483,-67.7014210305429
1379,san juan,valle fértil,usno,339,no,no,no,no,no,no,no,no,no,-30.5640053498102,-69.75686562278894
1380,san juan,valle fértil,villa san agustín,4423,no,no,no,si,si,si,si,no,si,-30.6367084796207,-67.4650598603898
1381,san juan,zonda,villa basilio nievas,4539,no,no,no,no,no,si,si,si,si,-35.435711235327005,-68.7407758815646
1382,san luis,ayacucho,balde de los torres,0,no,no,no,no,no,no,no,no,no,-32.0273284154145,-66.1023162055029
1383,san luis,ayacucho,balde del carmen,0,no,no,no,no,no,no,no,no,no,-32.2816461234295,-63.003494530020234
1384,san luis,ayacucho,balde retamo,0,no,no,no,no,no,no,no,no,no,-32.1071837607464,-65.9591283364498
1385,san luis,ayacucho,baldecito de la pampa,0,no,no,no,no,no,no,no,no,no,-32.281646824666204,-63.00349493747373
1386,san luis,ayacucho,candelaria,2729,no,no,no,no,no,si,si,no,si,-32.0607491134468,-65.8276913716033
1387,san luis,ayacucho,carpinteria,0,no,no,no,no,no,no,no,no,no,-32.28164888974761,-63.003493836410236
1388,san luis,ayacucho,el calden,0,no,no,no,no,no,no,no,no,no,-31.9013529041554,-65.8545481796961
1389,san luis,ayacucho,el injerto,0,no,no,no,no,no,no,no,no,no,-32.281645623726405,-63.00348983185874
1390,san luis,ayacucho,el rincon,0,no,no,no,no,no,no,no,no,no,-32.281355997784004,-63.00349492886473
1391,san luis,ayacucho,el vinagrillo,0,no,no,no,no,no,no,no,no,no,-32.2813557439892,-63.003493148954135
1392,san luis,ayacucho,el zapallar,0,no,no,no,no,no,no,no,no,no,-32.28164617724631,-63.00349093552323
1393,san luis,ayacucho,la aguada,0,no,no,no,no,no,no,no,no,no,-32.281646144941604,-63.00349126811123
1394,san luis,ayacucho,la avenencia,0,no,no,no,no,no,no,no,no,no,-32.28164579231001,-63.003497036517736
1395,san luis,ayacucho,la botija,0,no,no,no,no,no,no,no,no,no,-32.281645720083105,-63.00349870229024
1396,san luis,ayacucho,la brea,0,no,no,no,no,no,no,no,no,no,-35.503130670207504,-65.8748842663651
1397,san luis,ayacucho,la majada,0,no,no,no,no,no,si,no,no,no,-32.5298829031211,-66.0429032510053
1398,san luis,ayacucho,la represita,0,no,no,no,no,no,no,no,no,no,-32.1611532404767,-65.6840749663906
1399,san luis,ayacucho,la salvadora,0,no,no,no,no,no,no,no,no,no,-32.28164620414971,-63.00283958599943
1400,san luis,ayacucho,las chacras,0,no,no,no,no,no,no,no,no,no,-32.281649696908104,-63.00349431530523
1401,san luis,ayacucho,las chimbas,0,no,no,no,no,no,no,no,no,no,-32.1565177184576,-66.5511142613289
1402,san luis,ayacucho,las lagunitas,0,no,no,no,no,no,no,no,no,no,-32.281643617510305,-63.003495316023134
1403,san luis,ayacucho,leandro n. alem,379,no,no,no,no,no,si,no,no,no,-32.1047821044922,-65.9621124267578
1404,san luis,ayacucho,lomas blancas,0,no,no,no,no,no,si,no,no,no,-32.3338629051211,-66.4716765323555
1405,san luis,ayacucho,los quemados,0,no,no,no,no,no,no,no,no,no,-31.8916077583343,-69.57596493051224
1406,san luis,ayacucho,luján,2016,no,no,no,no,no,si,si,no,no,-32.3660349058479,-65.9425439975458
1407,san luis,ayacucho,pampa grande,0,no,no,no,si,no,no,no,no,no,-32.3724224723278,-66.3077548668586
1408,san luis,ayacucho,pozo del molle,0,no,no,no,no,no,no,no,no,no,-32.2816487412973,-63.00289906242583
1409,san luis,ayacucho,quines,7459,no,no,no,no,si,si,no,no,si,-32.2330822365033,-65.8056329969317
1410,san luis,ayacucho,río juan gómez,0,no,no,no,no,no,si,no,no,no,-32.28132660252081,-63.002839521420434
1411,san luis,ayacucho,rodeo de cadenas,0,no,no,no,no,no,no,no,no,no,-32.7015629614775,-66.1900873349156
1412,san luis,belgrano,villa de la quebrada,523,no,no,no,si,no,si,no,no,no,-33.0161741932684,-66.2920464806382
1413,san luis,belgrano,villa general roca,162,no,no,no,si,no,si,no,no,no,-32.6661925630759,-66.4524010178082
1414,san luis,chacabuco,balcarce,0,no,no,no,no,no,no,no,no,no,-32.5633976217563,-65.0315307446834
1415,san luis,chacabuco,colonia zubelzu,0,no,no,no,no,no,no,no,no,no,-32.281653527646505,-63.00348422761933
1416,san luis,chacabuco,concarán,5119,no,no,no,no,si,si,no,si,si,-32.5607275180287,-65.2452806076649
1417,san luis,chacabuco,cortaderas,822,no,no,no,si,no,si,si,si,si,-32.5076504245814,-64.9869655159434
1418,san luis,chacabuco,el algarrobal,0,no,no,no,si,no,no,no,no,no,-32.7114393924943,-65.4671947070394
1419,san luis,chacabuco,el churrasco,0,no,no,no,no,no,no,no,no,no,-32.281649390117,-63.00348479978823
1420,san luis,chacabuco,el recuerdo,0,no,no,no,no,no,no,no,no,no,-32.7089534025051,-65.0012860131932
1421,san luis,chacabuco,el sauce,0,no,no,no,no,no,no,no,no,no,-32.2816485669638,-63.00348527053853
1422,san luis,chacabuco,el sifon,0,no,no,no,no,no,no,no,no,no,-32.5851934079751,-65.2377611303891
1423,san luis,chacabuco,el tala,0,no,no,no,no,no,no,no,no,no,-32.2816526882073,-63.00348448403683
1424,san luis,chacabuco,la celestina,0,no,no,no,no,no,no,no,no,no,-32.2816517773928,-63.003485063223835
1425,san luis,chacabuco,las rosas,0,no,no,no,no,no,no,no,no,no,-32.281326602332506,-63.00348344978634
1426,san luis,chacabuco,naschel,3543,no,no,no,no,no,si,si,no,si,-32.9168215937221,-65.3755476812695
1427,san luis,chacabuco,papagayos,433,no,no,no,no,no,si,no,no,no,-32.6786405437002,-64.9881795223679
1428,san luis,chacabuco,pozo cavado,0,no,no,no,no,no,no,no,no,no,-32.5788404639064,-69.51898469924363
1429,san luis,chacabuco,punta de la loma,0,no,no,no,no,no,no,no,no,no,-32.6849107237951,-65.0788264408136
1430,san luis,chacabuco,renca,178,no,no,no,no,no,si,no,no,no,-32.7717680736652,-65.3637605007649
1431,san luis,chacabuco,san felipe,0,no,no,no,no,no,no,no,no,no,-32.28165143856611,-63.00348752484293
1432,san luis,chacabuco,san miguel,0,no,no,no,no,no,no,no,no,no,-32.8898231742815,-69.50707503169824
1433,san luis,chacabuco,san pablo,192,no,no,no,no,no,si,no,no,no,-35.547157581067204,-65.3080920411456
1434,san luis,chacabuco,santa martina,0,no,no,no,no,no,no,no,no,no,-32.281648505927606,-63.003484147522734
1435,san luis,chacabuco,tilisarao,6256,no,no,no,no,no,si,no,si,si,-32.7329281106581,-65.2915274383295
1436,san luis,chacabuco,villa del carmen,751,no,no,no,no,no,si,si,no,si,-32.9411267835778,-65.0394664526979
1437,san luis,ayacucho,san francisco del monte de oro,3732,no,no,no,no,no,si,no,no,si,-32.6006392247112,-66.1273702635842
1438,san luis,ayacucho,san ignacio,0,no,no,no,no,no,no,no,no,no,-32.0866257032099,-66.0888231134367
1439,san luis,ayacucho,san miguel,0,no,no,no,no,si,no,no,no,no,-32.2816447537796,-63.003491046952234
1440,san luis,ayacucho,san roque,0,no,no,no,no,no,no,no,no,no,-32.2816448870116,-63.003502538511334
1441,san luis,ayacucho,santa ana,0,no,no,no,no,no,no,no,no,no,-32.1448782188562,-66.0460393687647
1442,san luis,ayacucho,santa rosa de catantal,0,no,no,no,no,no,no,no,no,no,-32.2816466715414,-63.00350204612734
1443,san luis,ayacucho,santa teresa,0,no,no,no,no,no,no,no,no,no,-32.281645362745806,-63.00349558260034
1444,san luis,ayacucho,santo domingo,0,no,no,no,no,no,no,no,no,no,-31.8973633310749,-65.6491557457839
1445,san luis,ayacucho,talita,0,no,no,no,no,no,no,no,no,no,-32.3496514640192,-66.7266327912252
1446,san luis,belgrano,arbol solo,0,no,no,no,no,no,no,no,no,no,-32.2816485634694,-63.00349777222753
1447,san luis,belgrano,bella estancia,0,no,no,no,no,no,no,no,no,no,-32.8188624645794,-66.6427145357585
1448,san luis,belgrano,buen orden,0,no,no,no,no,no,no,no,no,no,-32.281649322009,-63.00350003943934
1449,san luis,belgrano,el barrial,0,no,no,no,no,no,no,no,no,no,-32.8288468409196,-66.3734349744985
1450,san luis,belgrano,el milagro,0,no,no,no,no,no,no,no,no,no,-32.28165434772271,-63.00349653016193
1451,san luis,belgrano,el recodo,0,no,no,no,no,no,no,no,no,no,-32.9827253369368,-66.4680980568412
1452,san luis,belgrano,estancia de amieva,0,no,no,no,no,no,no,no,no,no,-32.281356037346505,-63.003495580779834
1453,san luis,belgrano,hualtaran,0,no,no,no,no,no,no,no,no,no,-32.281648018213204,-63.00350251782393
1454,san luis,belgrano,la calera,598,no,no,no,si,no,si,si,no,no,-32.8619918957825,-66.8506529764617
1455,san luis,belgrano,las lagunitas,0,no,no,no,no,no,no,no,no,no,-32.9957785714348,-67.0904154332342
1456,san luis,belgrano,los molles,0,no,no,no,no,no,si,no,no,no,-32.28165443833951,-63.00349572619663
1457,san luis,belgrano,los ramblones,0,no,no,no,no,no,no,no,no,no,-32.5115721012844,-66.4266138930999
1458,san luis,belgrano,naranjo esquino,0,no,no,no,no,no,no,no,no,no,-32.281653554762,-63.003501434390834
1459,san luis,belgrano,nogolí,739,no,no,no,si,no,si,si,no,no,-32.9173752831041,-66.3257602058349
1460,san luis,belgrano,pozo cavado,0,no,no,no,no,no,no,no,no,no,-32.281648845616004,-63.003495303983335
1461,san luis,belgrano,pozo del tala,0,no,no,no,no,no,no,no,no,no,-32.281649372199006,-63.003495842498836
1462,san luis,belgrano,represa del carmen,0,no,no,no,no,no,no,no,no,no,-35.58746174871611,-66.9794665073681
1463,san luis,belgrano,san antonio,0,no,no,no,no,no,no,no,no,no,-32.2816498121156,-63.00350188303973
1464,san luis,belgrano,san pedro,0,no,no,no,no,no,si,no,no,no,-32.9709634117604,-66.6970240054288
1465,san luis,belgrano,santa rosa del gigante,0,no,no,no,no,no,no,no,no,no,-32.9905965705411,-66.8140366443439
1466,san luis,belgrano,suyuque nuevo,0,no,no,no,no,no,no,no,no,no,-33.1293440341281,-66.2867981527892
1467,san luis,belgrano,toro negro,0,no,no,no,no,no,no,no,no,no,-35.554299766899604,-66.3363734621401
1468,san luis,chacabuco,villa larca,957,no,no,no,no,no,si,si,si,si,-32.6175433008771,-64.9809087535547
1469,san luis,coronel pringles,balde de la isla,0,no,no,no,no,no,no,no,no,no,-33.1207484881024,-65.9668439489068
1470,san luis,coronel pringles,carolina,251,no,no,no,no,no,si,si,no,no,-32.8128571637146,-66.0932327577628
1471,san luis,coronel pringles,cerros largos,0,no,no,no,no,no,no,no,no,no,-32.2816511686387,-63.003492472441536
1472,san luis,coronel pringles,cienaga de intihuasi,0,no,no,no,no,no,no,no,no,no,-32.281652633363706,-63.003492312836734
1473,san luis,coronel pringles,el arenal,0,no,no,no,no,no,no,no,no,no,-32.7000331013064,-66.0130171058256
1474,san luis,coronel pringles,el baldecito,0,no,no,no,no,no,no,no,no,no,-32.8833401170964,-65.8658654920024
1475,san luis,coronel pringles,el durazno,0,no,no,no,no,no,si,no,si,no,-33.1933000679405,-66.1568981530519
1476,san luis,coronel pringles,el trapiche,1200,no,no,no,no,no,si,si,si,si,-33.1082715280981,-69.60917003391623
1477,san luis,coronel pringles,eleodoro lobos,0,no,no,no,no,no,no,no,si,si,-32.2816572526414,-63.003493064824134
1478,san luis,coronel pringles,estancia grande,53,no,no,no,no,no,no,no,no,no,-33.1905465526598,-66.1527985566353
1479,san luis,coronel pringles,fraga,1127,no,no,no,si,no,si,si,no,si,-35.63153204912061,-65.7926477789763
1480,san luis,coronel pringles,intihuasi,0,no,no,no,no,no,no,no,no,no,-32.8258700904104,-65.9697369177069
1481,san luis,coronel pringles,la bajada,91,no,no,no,no,no,si,no,no,no,-35.59703947225851,-66.0131877714641
1482,san luis,coronel pringles,la florida,297,no,no,no,no,no,si,no,no,no,-33.1167587248711,-66.0020090018267
1483,san luis,coronel pringles,la petra,0,no,no,no,no,no,no,no,no,no,-33.2506814309201,-65.9968368448597
1484,san luis,coronel pringles,la toma,7374,si,no,no,no,no,si,no,si,si,-33.0544376204479,-63.659059894827536
1485,san luis,coronel pringles,la totora,0,no,no,no,no,no,no,no,si,si,-33.1502423833397,-65.7245723822157
1486,san luis,coronel pringles,las barranquitas,0,no,no,no,no,no,no,no,si,no,-32.281655026616605,-63.00349352738113
1487,san luis,coronel pringles,las pircas,0,no,no,no,no,no,no,no,no,no,-33.0768050699044,-66.1099086074017
1488,san luis,coronel pringles,loma alta,0,no,no,no,no,no,no,no,no,no,-32.9616958338113,-65.9538726828963
1489,san luis,coronel pringles,marmol verde,0,no,no,no,no,no,no,no,no,no,-35.575761382741405,-65.8792040325979
1490,san luis,coronel pringles,pampa del tamboreo,0,no,no,no,no,no,no,no,no,no,-33.0601810256268,-65.9849396635213
1491,san luis,coronel pringles,paso del rey,0,no,no,no,no,no,no,no,no,no,-35.5758176842315,-66.0040313669643
1492,san luis,coronel pringles,río grande,155,no,no,no,no,no,si,no,no,no,-33.0485046022503,-66.0717543089664
1493,san luis,coronel pringles,riocito,83,no,no,no,no,no,no,no,no,no,-33.0964304439761,-69.60191675100513
1494,san luis,coronel pringles,saladillo,275,no,no,no,si,no,si,no,si,si,-33.2005664915694,-65.8531363375249
1495,san luis,coronel pringles,valle de pancanta,0,no,no,no,no,no,no,no,no,no,-32.2816523169024,-63.003494024059236
1496,san luis,general pedernera,5ta brigada,0,no,no,no,no,no,no,no,no,no,-33.7239942428561,-65.3810379035533
1497,san luis,general pedernera,caldenadas,0,no,no,no,no,no,no,no,no,no,-32.28135712497271,-63.00349013282023
1498,san luis,general pedernera,colonia don antonio,0,no,no,no,no,no,no,no,no,no,-33.3245101084583,-65.2023655210938
1499,san luis,general pedernera,coronel alzogaray,0,no,no,no,no,no,no,no,no,no,-33.4478977099803,-65.5540435925998
1500,san luis,general pedernera,country club los caldenes,0,no,no,no,no,no,no,no,no,no,-33.7036125779234,-65.3290340917624
